secondary_name,objectid,address,feat_type,sub_type,vanity_name,name,bldg,parent_name,parent_type,acreage,parent_acreage
,831,1640 S 21ST ST,House of Worship,,,God's House For All People,Y,,,0.02866901,
,832,1642 COMLY ST,School,,,William H. Ziegler School,Y,,,0.82427333,
,833,1642 FITZWATER ST,House of Worship,,,First Colored Wesley Methodist Church,Y,,,0.06845455,
,834,1643 N BAILEY ST,House of Worship,,,Holy Ghost Ceusade Church,Y,,,0.03938918,
,835,1645 SPRING GARDEN ST,School,,,Julia R. Masterman School,Y,,,0.65264453,
,836,1647-57 N 3RD ST,House of Worship,,,Bethel Evangelistic Church,Y,,,0.14976432,
,837,1650 MARKET ST,Building,,,One Liberty Place,Y,,,0.82435199,
,838,1651 KINSEY ST,House of Worship,,,Campbell AME Church,Y,,,0.06874092,
,839,1652-54 FOULKROD ST,Fire Station,,,Ladder 15,Y,,,0.10555773,
,841,1675 S CHRIS COLUMBUS BLV,Shopping Center Ground,,,Columbus Crossing,Y,Columbus Crossing,Shopping Center Ground,10.46395528,38.44182151
,842,1680-82 BRIDGE ST,House of Worship,,,Church of Love & Faith of Lord,Y,,,0.07263642,
,843,169 W FISHER AVE,House of Worship,,,Philadelphia Church of God,Y,,,0.05763555,
,844,170-74 W YORK ST,House of Worship,,,First Spanish Baptist Church,Y,,,0.18377073,
,845,170 N INDEPENDENCE W MALL,University/College Ground,,,American College of Physicians,Y,,,1.97249982,
,846,170 S INDEPENDENCE W MALL,Building,,,Curtis Center,Y,,,2.17398659,
,847,1700-40 MARKET ST,Building,,,1700 Market,Y,,,0.78294245,
,848,1700 BIGLER ST,School,Elementary School,,F. Amedee Bregy Elementary School,Y,,,0.51194479,
,849,1700 RITNER ST,School,,,St Monica Junior School (Annex) School,Y,,,0.33135709,
,850,1700 S BROAD ST,Playground,,,Di Silvestro Playground,Y,Di Silvestro Playground,Playground,0.0308625,0.7488038
,851,1801-09 W OXFORD ST,School,,,General George G. Meade School,Y,,,0.66421189,
,852,1801-19 DIAMOND ST,House of Worship,,,Church of the Advocate,Y,,,0.55855654,
,853,1801-21 MARKET ST,Building,,,Ten Penn Center,Y,,,0.66601559,
,854,1801 CEMETERY AVE,Cemetery,,,Mount Moriah Cemetery,Y,Mount Moriah Cemetery,Cemetery,0.11182408,78.04419867
,869,1818-28 MARKET ST,Building,,,1818 Beneficial Bank Place,Y,,,0.75535547,
,870,1818 N 53RD ST,School,,,Former School,Y,,,0.26374398,
,855,1801 JOHN F KENNEDY BLVD,Building,,,The Sterling,Y,,,0.90311713,
,856,1801 N BROAD ST,Playground,,,Amos Playground Building,Y,Amos Recreation Center,Playground,0.52222805,1.06784713
,857,1801 S 22ND ST,School,,,Delaplaine McDaniel School,Y,,,0.49662923,
,858,1801 SPRING GARDEN ST,House of Worship,,,Highway Tabernacle,Y,,,0.32230494,
,859,1801 VINE ST,Judicial,,,Family Court,Y,,,1.32056977,
,860,1801 W GLENWOOD AVE,Garden,,,Glenwood Green Acres,Y,Glenwood Green Acres,Garden,0.01046496,3.17399604
,861,1801 W HUNTING PARK AVE,Playground,,,Boys And Girls Club,Y,Boys And Girls Club,Playground,0.02800859,3.21712252
,862,1805-07 E SERGEANT ST,House of Worship,,,Congregation of Yahweh,Y,,,0.05643318,
,863,1808-10 W CHELTENHAM AVE,House of Worship,,,End Time Harvest Ministries,Y,,,0.08995638,
,864,1809-13 OREGON AVE,Health Center,,,Medical Building,Y,,,0.07909135,
,865,1812-14 WHARTON ST,House of Worship,,,St Barnabas United Methodist Church,Y,,,0.11202846,
,866,1812-24 BAINBRIDGE ST,House of Worship,,,Holy Trinity Baptist Church,Y,,,0.13381822,
,867,1815 COTTMAN AVE,House of Worship,,,Kai Yuan Temple,Y,,,0.0762301,
,868,1818-22 N 32ND ST,House of Worship,,,Whosoever Will Missionary Baptist Church,Y,,,0.10208236,
,871,1821-39 CECIL B MOORE AVE,School,Charter School,,Alliance for Progress Charter School,Y,,,0.22334636,
,872,1821 S 9TH ST,School,,,Southwark School,Y,,,0.62406869,
,873,1826 S 6TH ST,House of Worship,,,Prophetic Church of Christ,Y,,,0.03025592,
,874,1827-33 E SOMERSET ST,House of Worship,,,Mt Zion Church of Kensington,Y,,,0.11577071,
,875,1828-32 W NORRIS ST,House of Worship,,,Greenwood Community Baptist Church,Y,,,0.08748089,
,876,1828 RIDGE AVE,House of Worship,,,Smith Chapel Baptist Church,Y,,,0.11217486,
,877,1829 E CLEARFIELD ST,School,Middle School,,Russell Conwell Middle School,Y,,,0.42693797,
,878,1831-35 BAINBRIDGE ST,House of Worship,,,Saint Mary's Church,Y,,,0.13477971,
,992,1901 HARRISON ST,House of Worship,,,Keep the Faith Ministry,Y,,,0.17141447,
,993,1901 JOHN F KENNEDY BLVD,Building,,,Kennedy House,Y,,,1.0236947,
,994,1901 N FRONT ST,School,High School,,Kensington Creative and Performing Arts High School,Y,,,1.53112635,
,995,1901 N FRONT ST,Transportation,,,Berks Station,Y,,,0.31532529,
,996,1901 S 23RD ST,School,Elementary School,,McDaniel Delaplaine School,Y,,,0.37627685,
,997,1901 TYSON AVE,School,Elementary School,,Solomon Solis-Cohen ES,Y,,,2.54859291,
,998,1901 VINE ST,Library,,,Central Library IT - 19th Street AnnexCentral Library,Y,,,1.43865591,
,999,1901 W TIOGA ST,House of Worship,,,Our Lady of Hope,Y,,,0.29177926,
,1000,1903 SPRING GARDEN ST,House of Worship,,,Spanish Chapel,Y,,,0.06062463,
,1001,1905-09 CECIL B MOORE AVE,House of Worship,,,Temple of Praise Baptist Church,Y,,,0.09421984,
,969,2032-62 N 8TH ST,Playground,,,8th & Diamond Playground Building,Y,8th & Diamond Playground,Park,0.08145005,0.72586633
,1002,1905 BRIDGE ST,Cemetery,,,Mount Sinai Cemetery,Y,Mount Sinai Cemetery,Cemetery,0.20462645,16.84681924
,1003,1907-09 W CAYUGA ST,House of Worship,,,New Inspirational Baptist Church,Y,,,0.21661363,
,1004,1909 W OXFORD ST,Fire Station,,,Fire Engine 27,Y,,,0.11692188,
,1005,1910 FITZWATER ST,House of Worship,,,Union Baptist Church,Y,,,0.22254685,
,1006,1911-13 ARCH ST,School,Charter School,,Russell Byers Charter School,Y,,,0.31067885,
,1007,1912 CECIL B MOORE AVE,House of Worship,,,Holy Bible Church of Christ,Y,,,0.05543768,
,1008,1913-15 N 21ST ST,House of Worship,,,Pinkett Tabernacle Methodist Church,Y,,,0.060731,
,1009,1915-23 PINE ST,House of Worship,,,First Church-Christ Scientist,Y,,,0.10435205,
,1010,1916-28 WELSH RD,Shopping Center Ground,,,Bustleton Welsh Shopping Center ,Y,Bustleton Welsh Shopping Center ,Shopping Center Ground,0.97714508,2.77887795
,970,2032 GERMANTOWN AVE,House of Worship,,,Inglesia de Dios Evangelica,Y,,,0.02339536,
,1011,1919 MEDARY AVE,School,Day Care,,Johnson Child Care Center,Y,,,0.21905689,
,1012,1919 MEDARY AVE,House of Worship,,,St Benedict's,Y,,,0.27148731,
,1013,198 TOMLINSON RD,House of Worship,,Congregation Beth Solomon,CBS Community Center & Synagogue,Y,,,0.11742021,
,1014,1995 N 63RD ST,School,Elementary School,,New Life Alternatives Christian Academy Elementary School,Y,,,0.06121159,
,1015,1997 N 63RD ST,House of Worship,,,Jesus Holy Temple,Y,,,0.04544569,
,1016,1999 W HUNTING PARK AVE,Health Center,,,Hunting Park Health Center,Y,,,0.38897962,
,1017,2 BETHLEHEM PIKE,House of Worship,,,Chestnut Hill Baptist Church,Y,,,0.07903446,
,1018,20 E MERMAID LN,House of Worship,,,Chestnut Hill Friends Meeting,Y,,,0.19868008,
,1019,20 N AMERICAN ST,Community Center,,,Neighborhood House,Y,,,0.13016961,
,1020,200-10 WASHINGTON AVE,Museum,,,Mummers Museum,Y,Mummers Museum,Museum,0.15073334,0.24798085
,1021,200-20 W 65TH AVE,Playground,,,Sturgis Playground Building,Y,Sturgis Playground,Park,0.12260344,5.85011237
,1022,200-20 W CHELTEN AVE,Shopping Center Ground,,,Burgess Center,Y,Burgess Center,Shopping Center Ground,1.23694191,3.39842824
,932,2000-32 SHELMIRE AVE,School,,,Resurrection Regional Catholic School,Y,,,0.49752078,
,1023,200-32 CHESTNUT ST,Municipal Building,,,United States Custom House,Y,,,1.7444682,
,1024,200-64 E OLNEY AVE,Playground,,,Ziehler Playground Building,Y,Ziehler Playground,Park,0.13364475,7.14933825
,1025,200 CHRISTIAN ST,School,,,Saint Philip School,Y,,,0.12811525,
,1026,200 E CLEARFIELD ST,House of Worship,,,Inglesia Apostolica,Y,,,0.01406923,
,1027,200 E CLIVEDEN ST,House of Worship,,,Germantown Seventh Day Adventist Church,Y,,,0.18553248,
,1028,200 E WYOMING AVE,House of Worship,,,Inglesia Adventista del Septimo Dia Feltonville,Y,,,0.16275087,
,1029,200 N 16TH ST,Building,Hotel,,Hilton,Y,,,0.6155398,
,1030,200 N 18TH ST,Park,,,Sister Cities Park,Y,Benjamin Franklin Parkway,Park,0.0719452,63.54450499
,929,2000-20 E WASHINGTON LN,Library,,,Library Branch - West Oak Lane,Y,,,0.25677012,
,930,2000-24 MARKET ST,Building,,,2000 Market,Y,,,0.68589985,
,931,2000-32 SHELMIRE AVE,House of Worship,,,Resurrection of Our Lord Parish,Y,,,0.48391746,
,965,1954 PATTISON AVE,Golf Course,,,FDR Golf Course Maintenance And Car Barn,Y,Franklin D. Roosevelt Park,Park,0.19232781,342.74674317
,933,2000-46 N 7TH ST,School,High School,Joseph C Ferguson Public School,Building 21 High School,Y,,,0.70948022,
,934,2000 BELMONT MANSION DR,Museum,,Belmont Mansion,Belmont Mansion Building,Y,West Fairmount Park,Park,0.06138713,1360.65459061
,935,2000 BELMONT MANSION DR,Museum,,Belmont Mansion,Underground Railroad Museum,Y,West Fairmount Park,Park,0.24458387,1360.65459061
,936,2000 N 22ND ST,House of Worship,,,Total Deliverance Ministries,Y,,,0.054564,
,937,2000 W NORRIS ST,Social Services,Supportive Housing,,Supportive Housing - Woodstock Shelter,Y,,,0.36047249,
,938,1920 E ORLEANS ST,Building,Closed School,Frances E Willard Public School,Frances E Willard Public School,Y,,,0.3353859,
,939,1921-25 E VENANGO ST,House of Worship,,,Calvary Church of the Brethren,Y,,,0.17334198,
,940,1922-42 JUDSON ST,School,Elementary School,,Community Partnership School Elementary School,Y,,,0.26747447,
,941,1922-56 N 63RD ST,School,,,Former Our Lady of Lourdes School,Y,,,0.31570137,
,942,1923-27 LOMBARD ST,School,Preschool,,Formative Years Preschool,Y,,,0.07799375,
,943,1923 N 63RD ST,Fire Station,,,Fire Engine 54,Y,,,0.06934982,
,944,1923 W HUNTING PARK AVE,School,Day Care,,Hunting Park Ave Day Care Center,Y,,,0.01909391,
,945,1924-32 N FRONT ST,House of Worship,,,Iglesia Pentecostal-Jesucristo,Y,,,0.3948354,
,946,1924 E CLEARFIELD ST,House of Worship,,,Straight Gate Church of Christ,Y,,,0.11561099,
,947,1925-27 TASKER ST,House of Worship,,,Christian Fellowship Baptist,Y,,,0.04593186,
,948,1926-38 GRANT AVE,School,Learning Center,,CCIS NE Philadelphia LC,Y,,,0.16976388,
,949,1927-41 W ONTARIO ST,Playground,,,Jerome Brown Playground Building,Y,Jerome Brown Playground,Park,0.05638218,1.29772224
,950,1928 POINT BREEZE AVE,School,High School,,Science Technology and Careers Preparatory CS of Math High School,Y,,,1.59176919,
,951,193 GREEN LN,House of Worship,,,First Baptist Church of Manayunk,Y,,,0.03038504,
,952,1930-54 WELSH RD,Cemetery,,,St Lukes Memorial Church Cemetery,Y,St Lukes Memorial Church Cemetery,Cemetery,0.02284447,0.9597771
,953,1930 E ELKHART ST,School,Elementary School,,Frances Willard Elementary School,Y,,,1.52470539,
,966,1960 N 6TH ST,House of Worship,,,Ministerio de Dios Un Nvo Rnacer en Cristo,Y,,,0.06241845,
,967,1970 CHELTEN AVE,House of Worship,,,Berachah Baptist Church,Y,,,0.18665252,
,954,1930 S BROAD ST,Hospital,,,Kindred Hospital South Philadelphia,Y,,,2.99352587,
,955,1935 SHUNK ST,Library,,,Library Branch - Donatucci,Y,,,0.13716445,
,956,1937 RIDGE AVE,House of Worship,,,New Spring Baptist Church,Y,,,0.0247887,
,957,1938-42 N 2ND ST,House of Worship,,,Inglesia Pentecostal Roca de Salvacion,Y,,,0.06885616,
,958,1939 S 58TH ST,School,,,Cornerstone Christian Academy,Y,,,0.29236047,
,959,1939 W VENANGO ST,Community Center,,,Mercy Neighborhood Ministries,Y,,,0.57463242,
,960,1949-51 S 21ST ST,School,Learning Center,,Tiaerrah's Wonderland Learning Academy,Y,,,0.06558922,
,961,1954 PATTISON AVE,Golf Course,,,Bellaire Manor,Y,Franklin D. Roosevelt Park,Park,0.02559599,342.74674317
,962,1954 PATTISON AVE,Golf Course,,,Bellaire Manor Bakehouse,Y,Franklin D. Roosevelt Park,Park,0.01292979,342.74674317
,963,1954 PATTISON AVE,Golf Course,,,FDR Golf Course,Y,Franklin D. Roosevelt Park,Park,0.0118555,342.74674317
,964,1954 PATTISON AVE,Golf Course,,,FDR Golf Course Clubhouse,Y,Franklin D. Roosevelt Park,Park,0.19597273,342.74674317
,971,2000 WAKELING ST,School,Middle School,,Warren G. Harding Middle School,Y,,,1.2872336,
,972,2001-05 REED ST,House of Worship,,,James Varick AME Zion Church,Y,,,0.05680101,
,973,2001-49 W LEHIGH AVE,House of Worship,,,Deliverance Evangelistic Church,Y,,,2.43054177,
,974,2001-53 OREGON AVE,Shopping Center Ground,,,Shopping Center,Y,Shopping Center,Shopping Center Ground,1.33993437,235.41966052
,975,2001 CHRISTIAN ST,School,,,Philadelphia Free School,Y,,,0.28777378,
,976,2001 LOTT AVE,School,Elementary School,,Anne Frank Elementary School,Y,,,1.45065273,
,977,2001 S 65TH ST,House of Worship,,,Faith and Truth Mission Church,Y,,,0.02086633,
,985,1900 WALNUT ST,Building,Hotel,,The Rittenhouse,Y,,,0.83898108,
,1061,2052R S 61ST ST,Fire Station,,,Mountain of Fire Ministries,Y,,,0.02926214,
,978,2001 S SWANSON ST,Shopping Center Ground,,,Snyder Plaza,Y,Snyder Plaza,Shopping Center Ground,3.82666151,8.94365918
,979,1900 S 11TH ST,House of Worship,,,First Christian Assembly,Y,,,0.10138629,
,980,1900 S 16TH ST,House of Worship,,,True Gospel Tabernacle,Y,,,0.19922828,
,981,1900 S 3RD ST,School,High School,,Horace Furness High School,Y,,,1.19989319,
,982,1900 WAKELING ST,Playground,,,Gambrell Recreation Center,Y,Gambrell Recreation Center,Playground,0.02043547,11.03721957
,983,1900 WAKELING ST,Playground,,,Whitehall Commons Playground Building,Y,Gambrell Recreation Center,Park,0.20942308,11.03721957
,984,1900 WALNUT ST,House of Worship,,,Church of the Holy Trinity,Y,,,0.28882246,
,1100,2100 S 4TH ST,Fire Station,,,Fire Engine 53/Ladder 27,Y,,,0.14268545,
,986,1901-03 WYNNEWOOD RD,House of Worship,,,Holy Cross Baptist Church Parsonage,Y,,,0.05261346,
,987,1901-11 WALLACE ST,House of Worship,,,St Andrew Lithuanian Catholic Church,Y,,,0.28531359,
,988,1901-17 MARKET ST,Building,,,Independence,Y,,,0.70440989,
,989,1901-19 FAIRMOUNT AVE,Health Center,,,Employee Health Services,Y,,,0.22540027,
,990,1901-45 W GIRARD AVE,School,,,Berean Institute,Y,,,0.49040133,
,991,1901-51 N 17TH ST,School,High School,,George Washington Carver High School of Engineering and Science,Y,,,1.8398659,
,1031,2200 OREGON AVE,Shopping Center Ground,,,Quartermaster Plaza,Y,Quartermaster Plaza,Shopping Center Ground,10.29752992,43.85392408
,1032,2201-25 OREGON AVE,Shopping Center Ground,,,Girard Plaza,Y,Girard Plaza,Shopping Center Ground,1.25171097,3.51325237
,1101,2100 W GIRARD AVE,Senior Care,Retirement Home,,Childhood Lead Poisoning Prevention (Bldg #3),Y,,,0.13594301,
,1102,2001 SPRING GARDEN ST,House of Worship,,,Greater Canaan Church of God in Christ,Y,,,0.16964133,
,1062,2057 W INDIANA AVE,House of Worship,,,Redeemer's Deliverance Church,Y,,,0.02218168,
,1033,2201-35 COTTMAN AVE,Shopping Center Ground,,,Great Northeast Plaza,Y,Great Northeast Plaza,Shopping Center Ground,3.46766565,14.06588525
,1034,2201-51 N 28TH ST,School,Elementary School,,Richard Wright Elementary School,Y,,,1.08359312,
,1035,2201 BELMONT AVE,Police Station,,,Pennsylvania State Police Troop K,Y,,,1.14005416,
,1097,2100 S 18TH ST,School,Elementary School,,Stephen Girard Elementary School,Y,,,0.62540647,
,1098,2100 S 21ST ST,House of Worship,,,St Edmond's Church,Y,,,0.44688566,
,1099,2100 S 24TH ST,Playground,,,Smith Playground,Y,Smith Playground,Playground,0.10182298,7.61991661
,1103,2005 MARKET ST,Building,,,One Commerce Square,Y,,,1.21418032,
,1104,2006-12 GERMANTOWN AVE,House of Worship,,,Emerging Ministries Corporation,Y,,,0.1057942,
,1105,2007-09 FRANKFORD AVE,House of Worship,,,Circle of Hope,Y,Circle of Hope,House of Worship,0.08918366,0.28237306
,1106,2008-16 TASKER ST,House of Worship,,,Tasker Street Baptist Church,Y,,,0.12086667,
,1107,2008 DELANCEY PL,Museum,,,The Rosenbach Museum & Library,Y,,,0.05016354,
,1108,201-09 N 52ND ST,House of Worship,,,Refuge Church of Christ,Y,Refuge Church of Christ,House of Worship,0.17127313,0.3286979
,1109,201 E OLNEY AVE,School,Middle School,,Washington Grover Jr School Middle School,Y,,,1.97758008,
,1110,201 FOUNTAIN ST,Playground,,,Hillside Recreation Center Building,Y,Hillside Recreation Center,Park,0.18424697,4.06468807
,1111,201 N 17TH ST,Building,Hotel,,Sheraton Philadelphia,Y,,,1.76463946,
,1112,201 N 21ST ST,Museum,,,Franklin Institute,Y,,,2.52801683,
,1113,201 S 52ND ST,School,,,Ijoba Shule School,Y,,,0.03382023,
,1114,201 SPRING LN,School,High School,,Lankenau High School,Y,,,0.41178894,
,1115,201 W HARTWELL LN,Park,,,Pastorious Park Comfort Station,Y,Pastorius Park,Park,0.02614753,16.20294245
,1116,201 W HUNTING PARK AVE,House of Worship,,,"In The Light Ministries, Esperanza Center",Y,,,0.70240951,
,1117,201 W ROCKLAND ST,House of Worship,,,Casa De Dios Y Puerta Del Cielo Moviimiento Cristiano Pentecostes,Y,,,0.03171979,
,1118,2010 RHAWN ST,School,,,Little Scholars Academy,Y,,,0.06104551,
,1119,2012 69TH AVE,House of Worship,,,Mt Airy Baptist Church,Y,,,0.3111408,
,1120,2013 N 22ND ST,School,Learning Center,,Brightside Academy,Y,Brightside Academy,School,0.12650586,8.47441852
,1121,2014-16 W BERKS ST,House of Worship,,,Bethlehem Of Deliverance Joshua Achievement Center,Y,,,0.05431511,
,1038,2201 S 16TH ST,Playground,,,Guerin Recreation Center Building 2,Y,Guerin Recreation Center,Park,0.12308212,2.09104098
,1180,2329-35 RIDGE AVE,School,Learning Center,,Stepping Stones Learning Academy,Y,,,0.15819842,
,1122,2014 N MASCHER ST,Building,,St. Boniface School,Norris Square Community Alliance Head Start Center,Y,,,0.22408245,
,1123,2015-31 N AMERICAN ST,House of Worship,,,Iglesia De Dios Pentecostal,Y,,,0.31095877,
,1124,2015 S 4TH ST,House of Worship,,,Congregation Shivtei Yeshuron Ezras Israel,Y,,,0.03464649,
,1125,2017-23 E ALLEGHENY AVE,House of Worship,,East Allagheny Avenue Metrodis Episcopal Church,Greater Church of Philadelphia,Y,,,0.15431423,
,1126,2018 TITAN ST,House of Worship,,,Mt Zion Holiness Baptist Church,Y,,,0.02521944,
,1127,2019 JEFFERSON ST,House of Worship,,,Transformation Christian Church,Y,,,0.02714922,
,1128,2020-50 W LEHIGH AVE,Playground,,,Cecil B. Moore Recreation Center Building,Y,Cecil B Moore Recreation Center,Park,0.28247338,8.24500502
,1129,2022 SOUTH ST,School,,,School of Moorish Science Temple,Y,,,0.03161976,
,1130,2024-40 E HAGERT ST,Playground,,,Hagert Playground,Y,Hagert Playground,Playground,0.0059244,0.48975664
,1131,2025-29 CHESTNUT ST,School,Charter School,,Freire Charter School,Y,,,0.19744284,
,1132,2025L BEN FRANKLIN PKWY,Museum,,,Barnes Foundation,Y,Benjamin Franklin Parkway,Park,0.97859733,63.54450499
,1133,2026 CHELTEN AVE,House of Worship,,,Ambassadors for Christ Baptist Church,Y,,,0.03210789,
,1134,2026 S 13TH ST,House of Worship,,,Indonesian Full Gospel Fellowship Church,Y,,,0.03562943,
,1135,2026 S 6TH ST,House of Worship,,,Little David Baptist Church,Y,Ford Recreation Center,Playground,0.02511997,0.8085268
,1041,2204-06 N 19TH ST,House of Worship,,,Faith Tabernacle Holiness Church,Y,,,0.07597776,
,1136,2027 FAIRMOUNT AVE,Museum,,,Eastern State Penitentiary Museum,Y,,,5.26093661,
,1039,2201 W HUNTING PARK AVE,Municipal Building,,,Fire Engine 59/Ladder 18Police 39th District / Background Investigation Unit / Recruitment,Y,,,0.35807901,
,1040,2201 W TIOGA ST,House of Worship,,,Mt. Ephraim Baptist Church,Y,,,0.18780671,
,1048,221-41 HANSON ST,School,High School,,The Workshop School High School,Y,,,0.3940006,
,1137,2027 FAIRMOUNT AVE,Museum,,,Eastern State Penitentiary Museum & Park,Y,,,0.66271136,
,1138,203-07 E TIOGA ST,House of Worship,,,Hope Center,Y,,,0.06837519,
,1139,203 W WALNUT LN,House of Worship,,,Reformed Episcopal Church of the Atonement,Y,,,0.22859024,
,1140,2031 66TH AVE,Post Office,,,East Germantown Station Post Office,Y,,,0.19691368,
,1141,2031 N 63RD ST,House of Worship,,,Oasis of Praise Ministries Church,Y,,,0.50223048,
,1036,2201 BROWN ST,School,,Willis and Elizabeth Martin Orthopedic School,Bache / Martin School,Y,Bache / Martin School,School,1.42991984,1.77292259
,1037,2201 S 16TH ST,Playground,,,Guerin Recreation Center Building 1,Y,Guerin Recreation Center,Park,0.35483161,2.09104098
,1042,2205 RICHMOND ST,Park,,,Riverside Industrial Park,Y,Riverside Industrial Park,Park,1.06133111,1.68902574
,1043,2206-16 GREEN ST,House of Worship,,,Holy Spirit Adoration Sisters,Y,,,0.22287171,
,1044,2206 S CHRIS COLUMBUS BLV,Shopping Center Ground,,,Shopping Center,Y,Shopping Center,Shopping Center Ground,11.48110962,235.41966052
,1045,2209-11 N BROAD ST,House of Worship,,,Shiloh Temple Community Church,Y,,,0.11313933,
,1046,221-25 N 10TH ST,House of Worship,,,Chinese Christian Church & Center,Y,,,0.15255101,
,1047,221-31 S 3RD ST,House of Worship,,,Episcopal Community Services,Y,Episcopal Community Services Cemetery,Cemetery,0.1569332,0.43946715
,1049,2033-41 ELLSWORTH ST,House of Worship,,,Kingdom Hall of Jehovah's Witnesses,Y,,,0.29086776,
,1050,2036-40 CECIL B MOORE AVE,House of Worship,,,Macedonia Free Will Baptist Church,Y,,,0.29041735,
,1051,2037-39 CHESTNUT ST,Post Office,,,Middle City Post Office,Y,,,0.10914411,
,1052,2037-43 EASTBURN AVE,House of Worship,,,Great Commission Church,Y,,,0.14996674,
,1053,2038-48 E CUMBERLAND ST,House of Worship,,,Urban Worship Center,Y,,,0.17841655,
,1054,2039-43 W TORONTO ST,House of Worship,,,Mt Olive Church of Jesus Christ of Latter-Day Saints,Y,,,0.09811747,
,1055,204-06 S 13TH ST,School,High School,,Student Education Center Delaware Valley High School CC High School,Y,,,0.14144706,
,1056,204 S 60TH ST,School,Day Care,,Christian Light Educational Academy,Y,,,0.02357669,
,1057,2040-42 WATERLOO ST,Hospital,,,Kensigton Hospital,Y,,,0.03267445,
,1058,2040 CHRISTIAN ST,House of Worship,,,Shiloh Baptist Church,Y,,,0.54079152,
,1059,2045 MEDARY AVE,House of Worship,,,Abundant Life Fellowship,Y,,,0.02471896,
,1060,205 RECTOR ST,House of Worship,,,St John the Baptist RC Church,Y,,,0.34343232,
,1063,206-10 E COURTLAND ST,School,,,Feltonville School of Arts and Science,Y,,,0.95481833,
,1064,206 E WISTER ST,House of Worship,,,Tabernacle Haitian of Philadelphia,Y,,,0.23250181,
,1065,2061-63 CHELTEN AVE,House of Worship,,,First Haitian Church of God of Prophecy,Y,,,0.0822039,
,1066,2063-69 MOUNTAIN ST,House of Worship,,,St Stephen's Baptist Church,Y,,,0.06910112,
,1067,2068-70 RIDGE AVE,House of Worship,,,New Southern Tabernacle Baptist Church,Y,,,0.12754786,
,1068,2075 E CUMBERLAND ST,School,High School,,Finance & Entrep Kensington Intern Business High School,Y,,,0.92541729,
,1069,2080-98 CASTOR AVE,School,Learning Center,,Tarbiyatul ILM Academy Inc. School,Y,,,0.24410469,
,1070,209-15 FAIRMOUNT AVE,School,Day Care,,Pieces of the Puzzle Learning Center,Y,,,0.12033776,
,1071,209-25 N 18TH ST,House of Worship,,,Cathedral Basilica of Saints Peter & Paul,Y,Benjamin Franklin Parkway,Park,1.26240065,63.54450499
,1072,209-99 E HARTWELL LN,Cultural,,,Chestnut Hill Water Tower,Y,,,0.01265433,
,1073,209-99 E HARTWELL LN,Playground,,,Water Tower Recreation Center,Y,Water Tower Recreation Center,Playground,0.00527806,9.27573144
,1074,2100 W GIRARD AVE,Senior Care,Retirement Home,,Pavilion Building at HMC,Y,,,0.07703268,
,1075,2100 W GIRARD AVE,Senior Care,Retirement Home,,Philadelphia Nursing Home,Y,,,1.08164471,
,1076,2100 WAKELING ST,Playground,,,Carmella Playground Building,Y,Carmella Playground,Park,0.08273787,11.22098397
,1077,2101-07 N BROAD ST,House of Worship,,,Berean Presbyterian Church,Y,,,0.36131291,
,1078,2101-09 W 65TH AVE,House of Worship,,,Faith Fellowship Baptist Church,Y,,,0.12151517,
,1079,2101-09 W 65TH AVE,House of Worship,,,Tried Stone NJP Church,Y,,,0.13949216,
,1080,2101-35 CECIL B MOORE AVE,Senior Care,Adult Care Center,,Martin Luther King Adult Center,Y,Martin Luther King Recreation Center,Playground,0.6656247,5.02956997
,1081,2101-49 W LEHIGH AVE,Shopping Center Ground,,,Hope Plaza,Y,Hope Plaza,Shopping Center Ground,0.09424769,4.79793295
,1082,2101-49 W LEHIGH AVE,Municipal Building,,,North Philadelphia Municipal Service Center,Y,Hope Plaza,Shopping Center Ground,1.38989684,4.79793295
,1181,2331-37 W CLEARFIELD ST,House of Worship,,,Christian Fellowship Church,Y,,,0.11960909,
,1083,2101 S 24TH ST,School,High School,,Vare Junior High School,Y,,,1.27843848,
,1084,2101 S 28TH ST,House of Worship,,,Assumption of the Holy Virgin,Y,,,0.08445352,
,1085,2101 S BROAD ST,School,High School,,South Philadelphia High School,Y,,,2.55282148,
,1086,2101 SHUNK ST,Park,,,Stephen Girard Smokehouse,Y,Girard Estates Park,Park,0.00794078,4.020306
,1087,2101 SHUNK ST,Park,,,Stephen Girard Toilet Building,Y,Girard Estates Park,Park,0.00733473,4.020306
,1088,2101 SHUNK ST,Park,,,The Place (Stephen Girard Farmhouse),Y,Girard Estates Park,Park,0.05061765,4.020306
,1089,209-99 E HARTWELL LN,Playground,,,Water Tower Recreation Center Building,Y,Water Tower Recreation Center,Park,0.32010373,9.27573144
,1090,21 S 13TH ST,House of Worship,,,St John the Evangelist Church,Y,,,0.33458459,
,1091,21 W WASHINGTON LN,House of Worship,,,Germantown Mennonite Church,Y,,,0.15683989,
,1092,210-14 E TIOGA ST,House of Worship,,,Urban Hope Community Church & Center,Y,,,0.07840216,
,1206,2143-75 E YORK ST,School,Elementary School,,Horatio B. Hackett Elementary School,Y,,,0.85368705,
,1182,2334-36 N 9TH ST,House of Worship,,,Pentecostal House of Prayer,Y,,,0.08500908,
,1093,2100-50 W LEHIGH AVE,School,High School,,Murrell (CTE) Dobbins High School,Y,,,1.84953802,
