secondary_name,objectid,address,feat_type,sub_type,vanity_name,name,bldg,parent_name,parent_type,acreage,parent_acreage
,66,,Museum,,,Horticulture Center and Greenhouses,Y,West Fairmount Park,Park,0.94801084,1360.65459061
,67,,Museum,,,Horticulture Center RestroomsHorticultural Center former Restroom,Y,West Fairmount Park,Park,0.04143243,1360.65459061
,68,,Park,,,Japanese House,Y,West Fairmount Park,Park,0.08553649,1360.65459061
,69,,Park,,,Japanese House Ticket Window,Y,West Fairmount Park,Park,0.00494067,1360.65459061
,70,,Equestrian Facility,Riding School,,John Boelsen House 2Boelson Cottage,Y,West Fairmount Park,Park,0.02296266,1360.65459061
,71,,Museum,,,Laurel Hill Mansion,Y,East Fairmount Park,Park,0.06610253,640.71228567
,72,,Playground,,,Lauretha Vaird Boys/Girls Club / Tabor Rams Athletic Club Building,Y,Lauretha Vaird Boys/Girls Club Recreation Center,Park,0.29106745,6.05466094
,73,,Museum,,,Lemon Hill Mansion,Y,East Fairmount Park,Park,0.08498063,640.71228567
,74,,Historic Landmark,,,Letitia Street House,Y,West Fairmount Park,Park,0.01905521,1360.65459061
,75,,Playground,,,Mander Playground Building,Y,East Fairmount Park,Park,0.15721588,640.71228567
,76,,Playground,,,Mander Playground Pool Building,Y,East Fairmount Park,Park,0.03142854,640.71228567
,77,,Equestrian Facility,Stables,,Monastery Mansion,Y,Wissahickon Valley Park,Park,0.05770589,2053.98128525
,78,,Equestrian Facility,Stables,,Monastery Mansion Stable,Y,Wissahickon Valley Park,Park,0.14023881,2053.98128525
,79,,Museum,,,Mount Pleasant Mansion,Y,East Fairmount Park,Park,0.05002624,640.71228567
,80,,Museum,,,Mount Pleasant North Building,Y,East Fairmount Park,Park,0.00765717,640.71228567
,81,,Museum,,,Mount Pleasant North Dependency,Y,East Fairmount Park,Park,0.01381215,640.71228567
,82,,Museum,,,Mount Pleasant South Building,Y,East Fairmount Park,Park,0.01442303,640.71228567
,83,,Museum,,,Mount Pleasant South Necessary,Y,East Fairmount Park,Park,0.00419852,640.71228567
,1,,Historic Landmark,Street,,North Molde Street,Y,North Molde Street,Historic Landmark,0.4124214,0.78487316
,2,,Historic Landmark,,,Ormiston Mansion,Y,East Fairmount Park,Park,0.05151718,640.71228567
,3,,Playground,,,Papa Playground Building,Y,Cobbs Creek Park,Park,0.08464975,852.9702327
,4,,Park,,,Parkside-Evans Recreation Center Building,Y,West Fairmount Park,Park,0.04203034,1360.65459061
,5,,Historic Landmark,,,Penn Athletic Club Rowing Association Building,Y,East Fairmount Park,Park,0.11367458,640.71228567
,6,,Historic Landmark,,,Philadelphia Girls Rowing Club Building,Y,East Fairmount Park,Park,0.06875163,640.71228567
,7,,Cultural,,,Robin Hood Dell East Building,Y,East Fairmount Park,Park,0.2464983,640.71228567
,8,,Cultural,,,Robin Hood Dell East Cashier Building,Y,East Fairmount Park,Park,0.05083571,640.71228567
,9,,Cultural,,,Robin Hood Dell East Entrance Gate Building,Y,East Fairmount Park,Park,0.12453199,640.71228567
,10,,Historic Landmark,,,Rockland Mansion,Y,East Fairmount Park,Park,0.0576163,640.71228567
,11,,Museum,,,Rodin Museum & The Thinker Sculpture,Y,Benjamin Franklin Parkway,Park,0.15154793,63.54450499
,12,,Playground,,,Rose Playground,Y,Cobbs Creek Park,Park,0.00585886,852.9702327
,13,,Playground,,,Rose Playground Building 1,Y,Cobbs Creek Park,Park,0.08022675,852.9702327
,14,,Playground,,,Rose Playground Building 2,Y,Cobbs Creek Park,Park,0.06550812,852.9702327
,15,,Historic Landmark,,,Sedgeley Boat Club Building,Y,East Fairmount Park,Park,0.06896862,640.71228567
,16,,School,,,Sedgleys Porters House,Y,East Fairmount Park,Park,0.04536861,640.71228567
,17,,Playground,,,Smith Memorial Playground,Y,East Fairmount Park,Park,0.06717032,640.71228567
,18,,Playground,,,Smith Memorial Playground Building,Y,East Fairmount Park,Park,0.2126003,640.71228567
,19,,Golf Course,,,Strawberry Green Driving Range,Y,East Fairmount Park,Park,0.00936873,640.71228567
,20,,Golf Course,,,Strawberry Green Driving Range Comfort Station,Y,East Fairmount Park,Park,0.00472416,640.71228567
,21,,Golf Course,,,Strawberry Green Driving Range Garage,Y,East Fairmount Park,Park,0.01703807,640.71228567
,22,,Museum,,,Strawberry Mansion,Y,East Fairmount Park,Park,0.10194941,640.71228567
,23,,Historic Landmark,,,Sweetbriar Mansion,Y,West Fairmount Park,Park,0.05210436,1360.65459061
,24,,Theatre,,,The Mann Center,Y,West Fairmount Park,Park,1.85813068,1360.65459061
,25,,Historic Landmark,,,Trolley Power House,Y,West Fairmount Park,Park,0.3419442,1360.65459061
,26,,Historic Landmark,,,Undine Barge Club Building,Y,East Fairmount Park,Park,0.09441378,640.71228567
,27,,Historic Landmark,,,University Barge Club Building,Y,East Fairmount Park,Park,0.14918675,640.71228567
,28,,Historic Landmark,,,Upenn Boat Club Building,Y,East Fairmount Park,Park,0.20351406,640.71228567
,29,,Historic Landmark,,,Vesper Malta Boathouse,Y,East Fairmount Park,Park,0.19850217,640.71228567
,30,,Playground,,,Von Colln Community Center Building,Y,,,0.03915996,
,31,,Museum,,,Water Works Careakers HouseWater Works Engine House,Y,East Fairmount Park,Park,0.18287795,640.71228567
,32,,Museum,,,Water Works House,Y,East Fairmount Park,Park,0.06897993,640.71228567
,33,,Museum,,,Water Works North Entrance House,Y,East Fairmount Park,Park,0.01752308,640.71228567
,34,,Museum,,,Water Works South Entrance House,Y,East Fairmount Park,Park,0.01742415,640.71228567
,35,,Museum,,,Watering Committee Building,Y,East Fairmount Park,Park,0.02488189,640.71228567
,36,,Transportation,,,60th St Station,Y,,,0.21581417,
,37,,Transportation,,,63rd St Station,Y,,,0.52593479,
,38,,Playground,,,7TH & Packer Baseball Fields,Y,7TH & Packer Baseball Fields,Playground,0.17723062,18.76111061
,39,,Historic Landmark,,,Bachelors Barge Club Building,Y,East Fairmount Park,Park,0.10053931,640.71228567
,40,,Playground,Baseball Field,,Belmont Ballfield Building,Y,West Fairmount Park,Park,0.08431793,1360.65459061
,41,,Park,Belmont Grove,Park,Belmont Grove,Y,West Fairmount Park,Park,0.05457874,1360.65459061
,42,,Park,Belmont Grove,Park,Belmont Grove Restrooms,Y,West Fairmount Park,Park,0.0205376,1360.65459061
,43,,Historic Landmark,,,Belmont Waterworks,Y,West Fairmount Park,Park,0.32895363,1360.65459061
,44,,Equestrian Facility,Riding School,,Belmont/west River Stables,Y,West Fairmount Park,Park,0.12601928,1360.65459061
,45,,Equestrian Facility,Riding School,,Bill Pickett Riding Academy,Y,West Fairmount Park,Park,0.00778221,1360.65459061
,46,,Park,,,Blue Bell Picnic Pavilion And Restrooms,Y,Wissahickon Valley Park,Park,0.03182603,2053.98128525
,47,,Historic Landmark,,,Boathouse Row,Y,East Fairmount Park,Park,0.10927806,640.71228567
,48,,Playground,,,Carousel House Recreation Center,Y,West Fairmount Park,Park,0.01413908,1360.65459061
,49,,Playground,,,Carousel House Recreation Center Building,Y,West Fairmount Park,Park,0.59828134,1360.65459061
,50,,Museum,,,Cedar Grove,Y,West Fairmount Park,Park,0.06436268,1360.65459061
,51,,Equestrian Facility,Riding School,,Chamounix Equestrian Center Building,Y,West Fairmount Park,Park,0.2728855,1360.65459061
,52,,Historic Landmark,,,Chamounix Mansion,Y,West Fairmount Park,Park,0.07946434,1360.65459061
,53,,Sports Complex,Tennis Courts,,Chamounix Tennis House 2,Y,West Fairmount Park,Park,0.04090631,1360.65459061
,54,,Transportation,,,Chestnut Hill East Station,Y,,,0.20611165,
,55,,Transportation,,,Chestnut Hill West Station,Y,Chestnut Hill West Station,Transportation,0.0246668,0.75871969
,603,1421-27 PARRISH ST,House of Worship,,,Jones Temple Cogic,Y,,,0.0722982,
,56,,Shopping Center Ground,,,City Avenue Shopping Center,Y,City Avenue Shopping Center,Shopping Center Ground,3.21415081,25.10263889
,57,,Historic Landmark,,,Crescent Boat Club Building / Schuylkill Navy Headquarters,Y,East Fairmount Park,Park,0.14606777,640.71228567
,58,,Playground,,,Dairy Fields Restrooms,Y,East Fairmount Park,Park,0.02625816,640.71228567
,59,,Cultural,,,Dell Music Center,Y,East Fairmount Park,Park,0.03694761,640.71228567
,60,,Park,,,Eakins Oval,Y,,,0.00406905,
,61,,Historic Landmark,,,Fairmount Rowing Association Building,Y,East Fairmount Park,Park,0.10857543,640.71228567
,62,,Fire Station,,,Fire Engine 22 / Ladder 31,Y,Walton Run,Park,0.15671066,90.01487422
,63,,Sports Complex,Tennis Courts,,Friends of Chamounix Tennis Courts,Y,West Fairmount Park,Park,0.02110595,1360.65459061
,64,,Park,,,Head House Square,Y,Head House Square,Park,0.18204038,0.42715283
,65,,Museum,,,Historic Strawberry Mansion,Y,East Fairmount Park,Park,0.00386582,640.71228567
,84,1001 DEVEREAUX AVE,School,Middle School,,Fels Middle School,Y,,,1.65340298,
,85,1001 HOWELL ST,House of Worship,,,India Pentecostal Church,Y,,,0.04518591,
,86,1001 W LUZERNE ST,School,High School,,Little Flower Catholic School High School,Y,,,1.28975346,
,87,10010 SANDMEYER LN,Shopping Center Ground,,,Sandmeyer Lane Plaza,Y,Sandmeyer Lane Plaza,Shopping Center Ground,0.25136378,0.74527497
,88,1003-05 ARCH ST,Theatre,,,Trocadero Theatre,Y,,,0.20851042,
,89,1003 FOULKROD ST,Park,,,Northwood Park,Y,Northwood Park,Park,0.00402962,6.6979487
,90,1004-26 SPRING GARDEN ST,Building,,Spring Garden Farmers Market,Union Transfer,Y,,,0.60989313,
,91,1006-10 W YORK ST,House of Worship,,,Mt Calvary Baptist Church,Y,,,0.25956192,
,92,1009-23 S 3RD ST,House of Worship,,,Love Kingdom Fellowship Church,Y,,,0.23906222,
,93,1009 UNRUH AVE,House of Worship,,,St Thomas Orthodox Church,Y,,,0.87232606,
,94,101-15 N 4TH ST,Fire Station,,,Engine 8 Philadelphia Fire,Y,,,0.23214438,
,95,101-23 E PRICE ST,House of Worship,,,St Vincent's Church,Y,,,0.59381482,
,96,101-31 CARPENTER ST,Playground,,,Shot Tower Recreation Center Building,Y,Shot Tower Recreation Center,Park,0.16313706,1.4461317
,97,101 E ERIE AVE,Playground,,,Lighthouse Field,Y,Lighthouse Field,Playground,0.16152933,14.95964916
,98,101 N INDEPENDENCE E MALL,Museum,,,International Coin Museum,Y,,,1.12217765,
,152,1 E SUNSET AVE,School,Elementary School,,Norwood Fontbonne Academy,Y,,,1.08435511,
PNB Building,153,1 S BROAD ST,Building,,Lincoln-Liberty Building,One South Broad Building,Y,,,0.51049736,
,451,1500 CHESTNUT ST,Building,,,The Ellington,Y,,,0.2481563,
,154,1 S CHRIS COLUMBUS BLVD,Park,,,Penn's Landing,Y,Penn's Landing,Park,3.14215213,9.62234659
,155,10 N 46TH ST,Transportation,,,46th St Station,Y,,,0.19186625,
,156,100-04 S 61ST ST,School,,,Kids World Christian Education Center- West Philadelphia Elementary School,Y,,,0.0757076,
,157,100-12 W LEHIGH AVE,Social Services,,,Comhar,Y,,,0.20831913,
,158,100-20 N 18TH ST,Building,,,Two Logan Square,Y,,,0.80038147,
,159,100-26 W CHELTEN AVE,School,Charter School,George Allen Inc,Imani Education Circle Charter School,Y,,,0.86105728,
,160,100-52 MOORE ST,Playground,,,Edward J. McBride Sports Complex,Y,Edward J. McBride Sports Complex,Playground,0.32963609,1.54506272
,179,1000 OAK LN,House of Worship,,,Refuge Temple House of Prayer,Y,,,0.15836167,
,180,1000R ST VINCENT ST,House of Worship,,,Pentecostal Church of Philadelphia,Y,,,0.44828959,
,181,1001-07 S 4TH ST,House of Worship,,,Phat Quang Buddhist Temple,Y,,,0.160604,
,182,1001-11 WALLACE ST,Senior Care,Nursing Home,,Tucker House Nursing Home,Y,,,0.39563655,
,183,1001-13 S 52ND ST,House of Worship,,,Agape Love Ministries Church,Y,,,0.06962194,
,161,100-52 W SCHOOL HOUSE LN,School,,,Pennsylvania School for the Deaf,Y,,,1.27245383,
,162,100-70 E JOHNSON ST,Playground,,,Mallery Playground Building 1,Y,Mallery Playground,Park,0.18891413,3.3160295
,163,100-70 E JOHNSON ST,Playground,,,Mallery Playground Building 2,Y,Mallery Playground,Park,0.03346162,3.3160295
,164,100 DUPONT ST,House of Worship,,,Mt. Zion Fire Baptized Holiness Church,Y,,,0.15164425,
,165,100 E DUNCANNON AVE,Playground,,,Olney Field,Y,Olney Field,Playground,0.05602928,7.6403484
,166,100 E GODFREY AVE,Playground,,,Olney Recreation Center,Y,Olney Recreation Center,Playground,0.01607749,13.62258658
,167,100 E GODFREY AVE,Playground,,,Olney Recreation Center Building,Y,Olney Recreation Center,Park,0.44741838,13.62258658
,120,1012 COTTMAN AVE,Animal Clinic,,,Cottman Animal Hospital,Y,,,0.04177857,
,205,1134-36 S 10TH ST,House of Worship,,,St Maron RC Church Hall,Y,,,0.19071437,
,168,100 E LEHIGH AVE,Hospital,,,Temple University Episcopal Hospital,Y,,,2.9537704,
,169,100 E MERMAID LN,Community Center,,,United Cerebral Palsy,Y,United Cerebral Palsy,Community Center,2.08306557,5.71674203
,99,101 S INDEPENDENCE E MALL,Museum,,,Museum of American Jewish History,Y,,,0.49293976,
,170,100 E NORTHWESTERN AVE,Park,Arboretum,,Morris Arboretum of the University of Pennsylvania,Y,Morris Arboretum of the University of Pennsylvania,Park,0.70094424,89.94354984
,171,100 S BROAD ST,Building,,,Court Reporter,Y,,,0.64798455,
,172,100 S BROAD ST,Theatre,,,Prince Music Theater,Y,,,0.29653344,
,173,100 SPRING LA,Park,,,Manatawna Farm,Y,Manatawna Farm,Park,0.01063234,0.15064597
,174,100 SPRING LA,Park,,,Manatawna Farm Barn,Y,Manatawna Farm,Park,0.09633413,0.15064597
,175,100 SPRING LA,Park,,,Manatawna Farm House,Y,Manatawna Farm,Park,0.0436795,0.15064597
,176,1000-38 W GIRARD AVE,Sports Complex,Recreation Center,,Althea Gibson Community Education & Tennis Center,Y,Althea Gibson Community Education & Tennis Center,Sports Complex,0.42556246,1.08893331
,177,1000-42 LOMBARD ST,Playground,,,Seger Park Playground Building,Y,Seger Park Playground,Park,0.03058604,1.91627521
,178,1000 BIGLER ST,Playground,,,Stella Maris School Fields,Y,Stella Maris School Fields,Playground,0.45152539,14.57172061
,184,1001-19 N 5TH ST,House of Worship,,,St Peter the Apostle Church,Y,,,0.57629569,
,185,1001-25 FILBERT ST,Transportation,,,Greyhound Bus Terminal,Y,,,0.54994161,
,186,1001-33 CECIL B MOORE AVE,Sports Complex,,,Columbia Field,Y,Columbia Field,Sports Complex,0.07851015,4.63879678
,187,1001-99 N DELAWARE AVE,Pier,Attraction,,Suger House Casino,Y,Suger House Casino,Pier,3.73513592,9.10175947
,188,1001 70TH AVE,School,Preschool,,Nest International Christian Academy Pre-K,Y,,,0.21745915,
,189,1001 BYBERRY RD,School,Elementary School,,Watson Comly Elementary School,Y,,,0.89734722,
,190,11099 KNIGHTS RD,Library,,,Library Branch - Katherine Drexel,Y,,,0.30767643,
,206,1134 PINE ST,School,Learning Center,,Eurokids Learning Center,Y,,,0.03157567,
,100,101 SPRING LN,Nature Center,,,Schuylkill Center for Environmental Education,Y,Schuylkill Center for Environmental Education,Nature Center,0.53864294,364.31813891
,101,101 SPRING LN,Park,,,The Schuylkill Center,Y,Schuylkill Center for Environmental Education,Nature Center,0.10398205,364.31813891
,102,101 SPRING LN,Animal Clinic,Wildlife Rescue Service,,Wildlife Clinic at the Schuylkill Center,Y,Schuylkill Center for Environmental Education,Nature Center,0.17314457,364.31813891
,103,1101-51 E GORGAS LN,Sports Complex,Stadium,,Benjamin L.Johnston Memorial Stadium,Y,Benjamin L.Johnston Memorial Stadium,Sports Complex,0.53423696,6.89655988
,108,1101 JACKSON ST,House of Worship,,,Epiphany of Our Lord Parish,Y,,,0.35426626,
,109,101 W HIGHLAND AVE,Fire Station,,,Fire Engine 37,Y,,,0.0689739,
,252,10901 CALERA RD,House of Worship,,,Good Shepherd United Methodist,Y,,,0.24309719,
,104,1101 ARCH ST,Building,,,PA Convention Center,Y,,,19.48649849,
,105,1101 E CAYUGA ST,Playground,,,Ferko Playground,Y,Ferko Playground,Playground,0.18813434,19.18750976
,106,1101 E CAYUGA ST,Playground,,,Ferko Playground Building,Y,Ferko Playground,Park,0.29807138,19.18750976
,107,1101 E CAYUGA ST,Golf Course,,,Juniata Golf Course,Y,Juniata Golf Course,Golf Course,0.2397192,99.52041509
,110,101 W LUZERNE ST,Fire Station,,,Fire Engine 55 / Ladder 22,Y,,,0.5095834,
,253,10965 DECATUR RD,Park,,,Philadelphia Industrial Park,Y,Philadelphia Industrial Park,Park,0.45210618,2.13499371
,111,101 W MOUNT PLEASANT AVE,School,Day Care,To The Glory of God,Safe Clean Childrens Facility,Y,,,0.2543691,
,112,1010 ARROTT ST,Playground,,,Simpson Recreation Center,Y,Simpson Recreation Center,Playground,0.00383634,4.59266154
,113,1010 ARROTT ST,Playground,,,Simpson Recreation Center Building,Y,Simpson Recreation Center,Park,0.23928546,4.59266154
,114,1010 S 10TH ST,House of Worship,,,Christ's United Presbyterian,Y,,,0.21790154,
,115,1010 W DUNCANNON AVE,House of Worship,,,Cambodian Buddhist Society,Y,,,0.08249643,
,116,10101 VERREE RD,Shopping Center Ground,,,Ambassador Shopping Center,Y,,,0.32441469,
,117,10102 JAMISON AVE,School,,,Ann Kids Pre-school,Y,,,2.48724437,
,118,1011 LINDLEY AVE,House of Worship,,,Life Line Bible Fellowship Church,Y,,,0.03744705,
,119,1012-20 W THOMPSON ST,School,,,Harrison William H School,Y,,,0.37764184,
,121,1013-41 E JOHNSON ST,House of Worship,,,True Light Fellowship Church,Y,,,0.55558536,
,122,1013 COTTMAN AVE,School,,,Immanuel Lutheran School,Y,,,0.27395085,
,123,1014-16 E CHELTEN AVE,House of Worship,,,Ko-ach Bethel (Power House of God),Y,,,0.05089952,
,124,1015 CHERRY ST,House of Worship,,,Fo Shou Temple,Y,,,0.03826729,
,125,10153-99 BUSTLETON AVE,School,High School,,George High School Washington High School,Y,,,5.02755119,
,126,1016-18 SOUTH ST,Museum,,,Philadelphia's Magic Gardens,Y,,,0.19577855,
,127,1018-20 N FRONT ST,House of Worship,,,Immaculate Conception Roman Catholic Church,Y,,,0.30514122,
,254,1099 E TIOGA ST,Playground,,,Scanlon Recreation Center Ice Rink,Y,Scanlon Recreation Center,Park,0.72884758,6.28358405
,4056,1817 WALLACE ST,Garden,,,The Spring Gardens Community Garden,N,,,1.64794584,
,128,10197-99 NORTHEAST BLVD,House of Worship,,,Ascension Mar Thoma Church,Y,,,1.07028999,
,129,1020-24 CHRISTIAN ST,House of Worship,,,Christian Street Baptist Church,Y,,,0.12443029,
,130,1020 COTTMAN AVE,House of Worship,,,Chinese Christian Herald,Y,,,0.03879156,
,131,1025-27 CHERRY ST,School,Day Care,,Olympik Tots Childcare,Y,,,0.11657568,
,132,1025 CALLOWHILL ST,School,Charter School,,Folk Arts-Cultural Treasures Charter School,Y,,,0.30537908,
,133,1034-36 RISING SUN AVE,House of Worship,,,New Life Church of God,Y,,,0.15992871,
,134,1034-36 SPRING ST,School,Learning Center,,Chinatown Learning Center,Y,,,0.07065206,
,135,1034-42 S 60TH ST,School,,,Add B. Anderson School,Y,,,0.71879217,
,136,1038-48 W SEDGLEY AVE,School,Learning Center,,APM Trinidad Head Start,Y,,,0.25411307,
,137,10380 DRUMMOND RD,Post Office,,,Torresdale Post Office,Y,,,0.5605448,
,138,104-06 W DAUPHIN ST,Library,,,Library Branch - Kensington,Y,,,0.11208045,
,139,1044 OAK LN,House of Worship,,,Oak Lane Presbyterian Church,Y,,,0.20562972,
,140,105-35 W ERIE AVE,School,Learning Center,,Brightside Academy,Y,Brightside Academy,School,1.16560625,8.47441852
,255,11-15 W THOMPSON ST,House of Worship,,,St John's Memorial Baptist Church,Y,,,0.04282974,
,141,1050 W NEDRO AVE,Transportation,,,Fern Rock Transportation Center,Y,Fern Rock Transportation Center,Transportation,6.24877195,29.31034424
,142,1070 69TH AVE,House of Worship,,,Bethany House of Worship,Y,,,0.10969999,
,256,11-19 S 42ND ST,School,High School,,Paul Robeson High School for Human Services,Y,,,0.46943743,
,257,110 N 16TH ST,Park,,,Cret Park,Y,Cret Park,Park,0.03806956,0.68306999
,143,1075 SOUTHAMPTON RD,Golf Course,,,Quartette Golf Club,Y,Quartette Golf Club,Golf Course,0.35272339,17.85705057
,144,108-12 E PRICE ST,House of Worship,,,Faith Chapel of Philadelphia,Y,,,0.09133906,
,145,10800 HAWLEY RD,School,Middle School,,General J. Harry La Brum Middle School,Y,Picariello Playground,Playground,0.6997506,10.1310748
,146,,Playground,,,West Mill Creek Playground Building,Y,West Mill Creek Playground,Park,0.06278749,5.66098226
,147,,Building,,,Wissahickon Hall,Y,Wissahickon Valley Park,Park,0.07560432,2053.98128525
,148,,Museum,,,Woodford Caretakers House,Y,East Fairmount Park,Park,0.01174394,640.71228567
,149,,Museum,,,Woodford Chairhouse And Stable,Y,East Fairmount Park,Park,0.00971762,640.71228567
,150,,Museum,,,Woodford Mansion,Y,East Fairmount Park,Park,0.06312463,640.71228567
,151,1-79 MIFFLIN ST,Shopping Center Ground,,,Target Center,Y,Target Center,Shopping Center Ground,2.88903782,14.45799236
,258,1100-38 W GIRARD AVE,Shopping Center Ground,,,Shopping Center,Y,Shopping Center,Shopping Center Ground,0.4929342,235.41966052
,259,1100-40 E ERIE AVE,School,Charter School,,Community Academy of Philadelphia Charter School,Y,,,2.63562157,
,425,131-33 S 3RD ST,Historic Landmark,,,Merchants Exchange Building,Y,Independence National Historical Park,Park,0.3215903,30.91165613
,248,10800 KNIGHTS RD,Hospital,,,Aria Health- Torresdale Campus,Y,,,7.54075768,
,249,10801-75 BUSTLETON AVE,Shopping Center Ground,,,BUstleton Somerton Shopping Center,Y,BUstleton Somerton Shopping Center,Shopping Center Ground,1.22694366,3.83675096
,250,109 SPRUCE ST,Memorial,,,Park Toilet Building,Y,Korean War Veteran's Memorial,Memorial,0.04064324,2.82545544
,251,109 W ONTARIO ST,House of Worship,,,Asamblea Apostolica,Y,,,0.04221872,
,426,1255 S 18TH ST,School,Preschool,,Twenty-first Century Christian Academy Pre-school,Y,,,0.02192428,
,260,1100 ADAMS AVE,Social Services,,,The Bridge,Y,,,0.64264768,
,261,1100 ADAMS AVE,Shopping Center Ground,,,Shopping Center,Y,Shopping Center,Shopping Center Ground,2.92156595,235.41966052
,262,1100 CATHARINE ST,School,High School,,Academy at Palumbo High School,Y,,,0.90290507,
,263,1100 E CHELTEN AVE,Playground,,,Lonnie Young Recreation Center Building,Y,Lonnie Young Recreation Center,Park,0.45219822,5.24498937
,264,1100 E MOUNT PLEASANT AVE,School,Middle School,,Morris E. Leeds Middle School,Y,,,1.83489426,
,265,1100 HARTEL AVE,House of Worship,,,"Christ Mission of the Apostolic Faith, Inc.",Y,,,0.23015679,
,266,1100 OAK LN,House of Worship,,,Refuge Evangelical Baptist Church,Y,,,0.15981928,
,267,1100 POPLAR ST,Community Center,,,John F. Street Community Center,Y,,,0.37978547,
,268,1100 S CHRIS COLUMBUS BLV,Shopping Center Ground,,,Riverview Plaza,Y,Riverview Plaza,Shopping Center Ground,0.00351586,4.77158347
,326,1236-40 N 26TH ST,School,Elementary School,,Robert Morris Elementary School,Y,,,0.55014275,
,269,1100 TYSON AVE,School,Elementary School,,J. Hampton Moore ES,Y,,,1.67549564,
,270,1100 W LEHIGH AVE,House of Worship,,,Rome Emmanuel Baptist Church,Y,,,0.20406928,
,271,1100 W ROCKLAND ST,House of Worship,,,Holy Trinity Bethlehem Presbyterian Church,Y,,,0.29213101,
,272,1101 N 38TH ST,Playground,,,Clayborn-Lewis Playground Building,Y,Clayborn & Lewis Playground,Park,0.04328653,0.58157629
,273,1101 S 45TH ST,Park,,,Clarence H Clark Park,Y,Clarence H Clark Park,Park,0.0075497,12.03401555
,274,1101 S 45TH ST,Museum,,,Rosenberger Hall,Y,Clarence H Clark Park,Park,0.09667474,12.03401555
,275,1101 W SUSQUEHANNA AVE,Playground,,,Penrose Playground,Y,Penrose Playground,Playground,0.00553599,1.96441338
,276,1101 W SUSQUEHANNA AVE,Playground,,,Penrose Playground Building,Y,Penrose Playground,Park,0.10979461,1.96441338
,193,111-31 W HUNTING PARK AVE,Animal Clinic,,,Fortaleza Healthplex,Y,,,0.71306277,
,217,1225 W RUSCOMB ST,House of Worship,,,Friendly Baptist Church,Y,,,0.19700182,
,277,1102-96 E TULPEHOCKEN ST,School,Middle School,,Former Ada HH Lewes Middle School,Y,,,2.01180655,
,278,11024 KNIGHTS RD,House of Worship,,,Our Lady of Calvary Church,Y,,,0.18762522,
,279,11026 KNIGHTS RD,House of Worship,,,Our Lady of Calvary Campus,Y,,,0.11154716,
,280,11047 BUSTLETON AVE,House of Worship,,,Korean Reformed Presbyterian Church,Y,,,0.19974356,
,281,1106-14 WALNUT ST,Theatre,,,Forrest Theatre,Y,,,0.36515811,
,282,11061 KNIGHTS RD,School,,,Aloysius L. Fitzpatrick School,Y,Chalfont Playground,Playground,1.30658024,15.50432022
,283,11061 KNIGHTS RD,Playground,,,Chalfont Playground,Y,Chalfont Playground,Playground,0.01765303,15.50432022
,284,11061 KNIGHTS RD,Playground,,,Chalfont Playground Building,Y,Chalfont Playground,Park,0.09622068,15.50432022
,470,1400-02 E MONTGOMERY AVE,Cemetery,,,Palmer Burial Ground,Y,Palmer Burial Ground,Cemetery,0.01326328,3.26042025
,285,11081 KNIGHTS RD,School,High School,,Arts Academy at Benjamin Rush High School,Y,,,2.77457253,
,286,131 OREGON AVE,House of Worship,,,New Greenwich Light Baptist Church,Y,,,0.06547803,
,287,1312 CHESTNUT ST,Building,,,PMC Group Building,Y,,,0.10091114,
,288,1312 E BRISTOL ST,House of Worship,,,Holy Innocents,Y,,,0.70999863,
,191,111-23 N 15TH ST,Judicial,,1421 JFK,District Attorneys Office (D.A.),Y,District Attorneys Office (D.A.),Judicial,0.53071925,1.30387977
,192,111-31 W HUNTING PARK AVE,Animal Clinic,,,Animal & Vector Control Facility,Y,,,0.7590358,
,203,1132 COTTMAN AVE,House of Worship,,,United Methodist Church Of The Redeemer,Y,,,0.17084511,
,194,11201 ACADEMY RD,School,High School,,Archbishop Ryan High School,Y,,,3.70984946,
,195,1123-33 SPRING GARDEN ST,House of Worship,,,Former Spring Garden Church,Y,,,0.17561515,
,196,1127-29 W LOUDON ST,Fire Station,,,Fire Engine 72,Y,,,0.09277783,
,197,1127 S BROAD ST,House of Worship,,,Greja Protestan Indonesia,Y,,,0.04092669,
,198,1127 W LEHIGH AVE,House of Worship,,,Morris Chapel Baptist Church,Y,,,0.23284745,
,199,113-23 W ONTARIO ST,Playground,,,Schmidt John Playground Building,Y,Schmidt Playground,Park,0.03711856,0.37393213
,200,113-23 W RITTENHOUSE ST,House of Worship,,,United House & Prayer Church,Y,,,0.11881292,
,201,1130-48 FEDERAL ST,School,,,Andrew Jackson School,Y,,,0.4442428,
,202,11301 ACADEMY RD,House of Worship,,,St. Martha's,Y,,,0.79900836,
,204,1133-35 S 20TH ST,House of Worship,,,King David Baptist Church,Y,,,0.05713886,
,207,1100 WASHINGTON AVE,Shopping Center Ground,,,Washington Ave Shopping Center,Y,Washington Ave Shopping Center,Shopping Center Ground,1.78287462,3.00599872
,208,1100 WHARTON ST,Fire Station,,,Fire Engine 10/Ladder 11,Y,,,0.18243777,
,209,1100 WHARTON ST,Police Station,,,Police 3rd District,Y,,,0.23533517,
,210,11000 BUSTLETON AVE,School,Elementary School,,William H. Loesche Elementary School,Y,,,1.67641905,
,243,1116-28 E LYCOMING ST,School,Learning Center,,Funny Face Family Learning Center,Y,,,0.0768587,
,745,1719 FEDERAL ST,House of Worship,,,True Word Ministries,Y,,,0.01971972,
